"PID","Trust_Type","Item","Measure","Rating","Category"
6,"1_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
6,"1_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
6,"1_Place_Trust","Stone","Sense",2,"Inanimate_Nature"
6,"1_Place_Trust","Pizza","Sense",7,"Food"
6,"1_Place_Trust","Cheese","Sense",5,"Food"
6,"1_Place_Trust","Sandwich","Sense",7,"Food"
6,"1_Place_Trust","Vending_Machine","Sense",5,"Animate_Artifacts"
6,"1_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
6,"1_Place_Trust","Photocopier","Sense",5,"Animate_Artifacts"
6,"1_Place_Trust","Dog","Sense",7,"Animals"
6,"1_Place_Trust","Lizard","Sense",7,"Animals"
6,"1_Place_Trust","Gorilla","Sense",3,"Animals"
6,"1_Place_Trust","Microsoft","Sense",7,"Groups"
6,"1_Place_Trust","Government","Sense",7,"Groups"
6,"1_Place_Trust","Newspaper","Sense",7,"Groups"
6,"1_Place_Trust","My_Mother","Sense",7,"Humans"
6,"1_Place_Trust","Doctor","Sense",7,"Humans"
6,"1_Place_Trust","Cashier","Sense",7,"Humans"
6,"1_Place_Trust","Table","Sense",4,"Inanimate_Artifiacts"
6,"1_Place_Trust","Chair","Sense",7,"Inanimate_Artifiacts"
6,"1_Place_Trust","Shelf","Sense",5,"Inanimate_Artifiacts"
7,"1_Place_Trust","ChatGPT","Sense",6,"AI"
7,"1_Place_Trust","LLM","Sense",6,"AI"
7,"1_Place_Trust","Self_Driving_Car","Sense",6,"AI"
7,"1_Place_Trust","AI","Sense",6,"AI"
7,"1_Place_Trust","Amazon_Alexa","Sense",6,"AI"
7,"1_Place_Trust","Robot","Sense",6,"AI"
7,"1_Place_Trust","Rectangle","Sense",2,"Abstract"
7,"1_Place_Trust","Number_5","Sense",4,"Abstract"
7,"1_Place_Trust","Color_Blue","Sense",2,"Abstract"
7,"1_Place_Trust","Tree","Sense",2,"Inanimate_Nature"
7,"1_Place_Trust","Moon","Sense",2,"Inanimate_Nature"
7,"1_Place_Trust","Stone","Sense",2,"Inanimate_Nature"
7,"1_Place_Trust","Pizza","Sense",7,"Food"
7,"1_Place_Trust","Cheese","Sense",2,"Food"
7,"1_Place_Trust","Sandwich","Sense",2,"Food"
7,"1_Place_Trust","Vending_Machine","Sense",6,"Animate_Artifacts"
7,"1_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
7,"1_Place_Trust","Photocopier","Sense",2,"Animate_Artifacts"
7,"1_Place_Trust","Dog","Sense",6,"Animals"
7,"1_Place_Trust","Lizard","Sense",4,"Animals"
7,"1_Place_Trust","Gorilla","Sense",2,"Animals"
7,"1_Place_Trust","Microsoft","Sense",6,"Groups"
7,"1_Place_Trust","Government","Sense",6,"Groups"
7,"1_Place_Trust","Newspaper","Sense",6,"Groups"
7,"1_Place_Trust","My_Mother","Sense",6,"Humans"
7,"1_Place_Trust","Doctor","Sense",6,"Humans"
7,"1_Place_Trust","Cashier","Sense",6,"Humans"
7,"1_Place_Trust","Table","Sense",2,"Inanimate_Artifiacts"
7,"1_Place_Trust","Chair","Sense",2,"Inanimate_Artifiacts"
7,"1_Place_Trust","Shelf","Sense",2,"Inanimate_Artifiacts"
8,"2_Place_Trust","ChatGPT","Felicity",7,"AI"
8,"2_Place_Trust","LLM","Felicity",1,"AI"
8,"2_Place_Trust","Self_Driving_Car","Felicity",1,"AI"
8,"2_Place_Trust","AI","Felicity",1,"AI"
8,"2_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
8,"2_Place_Trust","Robot","Felicity",7,"AI"
8,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
8,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
8,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
8,"2_Place_Trust","Tree","Felicity",2,"Inanimate_Nature"
8,"2_Place_Trust","Moon","Felicity",7,"Inanimate_Nature"
8,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
8,"2_Place_Trust","Pizza","Felicity",1,"Food"
8,"2_Place_Trust","Cheese","Felicity",1,"Food"
8,"2_Place_Trust","Sandwich","Felicity",1,"Food"
8,"2_Place_Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
8,"2_Place_Trust","Sewing_Machine","Felicity",7,"Animate_Artifacts"
8,"2_Place_Trust","Photocopier","Felicity",7,"Animate_Artifacts"
8,"2_Place_Trust","Dog","Felicity",7,"Animals"
8,"2_Place_Trust","Lizard","Felicity",1,"Animals"
8,"2_Place_Trust","Gorilla","Felicity",6,"Animals"
8,"2_Place_Trust","Microsoft","Felicity",1,"Groups"
8,"2_Place_Trust","Government","Felicity",7,"Groups"
8,"2_Place_Trust","Newspaper","Felicity",7,"Groups"
8,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
8,"2_Place_Trust","Doctor","Sense1",6,"Humans"
8,"2_Place_Trust","Cashier","Sense2",7,"Humans"
8,"2_Place_Trust","Table","Sense3",7,"Inanimate_Artifiacts"
8,"2_Place_Trust","Chair","Sense4",7,"Inanimate_Artifiacts"
8,"2_Place_Trust","Shelf","Sense5",7,"Inanimate_Artifiacts"
9,"2_Place_Trust","ChatGPT","Sense",7,"AI"
9,"2_Place_Trust","LLM","Sense",7,"AI"
9,"2_Place_Trust","Self_Driving_Car","Sense",7,"AI"
9,"2_Place_Trust","AI","Sense",7,"AI"
9,"2_Place_Trust","Amazon_Alexa","Sense",7,"AI"
9,"2_Place_Trust","Robot","Sense",7,"AI"
9,"2_Place_Trust","Rectangle","Sense",7,"Abstract"
9,"2_Place_Trust","Number_5","Sense",7,"Abstract"
9,"2_Place_Trust","Color_Blue","Sense",7,"Abstract"
9,"2_Place_Trust","Tree","Sense",7,"Inanimate_Nature"
9,"2_Place_Trust","Moon","Sense",7,"Inanimate_Nature"
9,"2_Place_Trust","Stone","Sense",7,"Inanimate_Nature"
9,"2_Place_Trust","Pizza","Sense",7,"Food"
9,"2_Place_Trust","Cheese","Sense",7,"Food"
9,"2_Place_Trust","Sandwich","Sense",7,"Food"
9,"2_Place_Trust","Vending_Machine","Sense",7,"Animate_Artifacts"
9,"2_Place_Trust","Sewing_Machine","Sense",7,"Animate_Artifacts"
9,"2_Place_Trust","Photocopier","Sense",7,"Animate_Artifacts"
9,"2_Place_Trust","Dog","Sense",7,"Animals"
9,"2_Place_Trust","Lizard","Sense",7,"Animals"
9,"2_Place_Trust","Gorilla","Sense",7,"Animals"
9,"2_Place_Trust","Microsoft","Sense",7,"Groups"
9,"2_Place_Trust","Government","Sense",7,"Groups"
9,"2_Place_Trust","Newspaper","Sense",7,"Groups"
9,"2_Place_Trust","My_Mother","Sense",7,"Humans"
9,"2_Place_Trust","Doctor","Sense",7,"Humans"
9,"2_Place_Trust","Cashier","Sense",7,"Humans"
9,"2_Place_Trust","Table","Sense",7,"Inanimate_Artifiacts"
9,"2_Place_Trust","Chair","Sense",7,"Inanimate_Artifiacts"
9,"2_Place_Trust","Shelf","Sense",7,"Inanimate_Artifiacts"
10,"1_Place_Trust","ChatGPT","Felicity",6,"AI"
10,"1_Place_Trust","LLM","Felicity",3,"AI"
10,"1_Place_Trust","Self_Driving_Car","Felicity",5,"AI"
10,"1_Place_Trust","AI","Felicity",4,"AI"
10,"1_Place_Trust","Amazon_Alexa","Felicity",5,"AI"
10,"1_Place_Trust","Robot","Felicity",4,"AI"
10,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
10,"1_Place_Trust","Number_5","Felicity",1,"Abstract"
10,"1_Place_Trust","Color_Blue","Felicity",3,"Abstract"
10,"1_Place_Trust","Tree","Felicity",5,"Inanimate_Nature"
10,"1_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
10,"1_Place_Trust","Stone","Felicity",2,"Inanimate_Nature"
10,"1_Place_Trust","Pizza","Felicity",2,"Food"
10,"1_Place_Trust","Cheese","Felicity",3,"Food"
10,"1_Place_Trust","Sandwich","Felicity",2,"Food"
10,"1_Place_Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
10,"1_Place_Trust","Sewing_Machine","Felicity",5,"Animate_Artifacts"
10,"1_Place_Trust","Photocopier","Felicity",2,"Animate_Artifacts"
10,"1_Place_Trust","Dog","Felicity",6,"Animals"
10,"1_Place_Trust","Lizard","Felicity",5,"Animals"
10,"1_Place_Trust","Gorilla","Felicity",4,"Animals"
10,"1_Place_Trust","Microsoft","Felicity",5,"Groups"
10,"1_Place_Trust","Government","Felicity",6,"Groups"
10,"1_Place_Trust","Newspaper","Felicity",6,"Groups"
10,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
10,"1_Place_Trust","Doctor","Sense1",7,"Humans"
10,"1_Place_Trust","Cashier","Sense2",6,"Humans"
10,"1_Place_Trust","Table","Sense3",5,"Inanimate_Artifiacts"
10,"1_Place_Trust","Chair","Sense4",6,"Inanimate_Artifiacts"
10,"1_Place_Trust","Shelf","Sense5",2,"Inanimate_Artifiacts"
11,"2_Place_Trust","ChatGPT","Sense",4,"AI"
11,"2_Place_Trust","LLM","Sense",1,"AI"
11,"2_Place_Trust","Self_Driving_Car","Sense",5,"AI"
11,"2_Place_Trust","AI","Sense",6,"AI"
11,"2_Place_Trust","Amazon_Alexa","Sense",4,"AI"
11,"2_Place_Trust","Robot","Sense",6,"AI"
11,"2_Place_Trust","Rectangle","Sense",1,"Abstract"
11,"2_Place_Trust","Number_5","Sense",1,"Abstract"
11,"2_Place_Trust","Color_Blue","Sense",1,"Abstract"
11,"2_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
11,"2_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
11,"2_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
11,"2_Place_Trust","Pizza","Sense",1,"Food"
11,"2_Place_Trust","Cheese","Sense",1,"Food"
11,"2_Place_Trust","Sandwich","Sense",1,"Food"
11,"2_Place_Trust","Vending_Machine","Sense",4,"Animate_Artifacts"
11,"2_Place_Trust","Sewing_Machine","Sense",1,"Animate_Artifacts"
11,"2_Place_Trust","Photocopier","Sense",1,"Animate_Artifacts"
11,"2_Place_Trust","Dog","Sense",2,"Animals"
11,"2_Place_Trust","Lizard","Sense",1,"Animals"
11,"2_Place_Trust","Gorilla","Sense",1,"Animals"
11,"2_Place_Trust","Microsoft","Sense",2,"Groups"
11,"2_Place_Trust","Government","Sense",7,"Groups"
11,"2_Place_Trust","Newspaper","Sense",1,"Groups"
11,"2_Place_Trust","My_Mother","Sense",7,"Humans"
11,"2_Place_Trust","Doctor","Sense",7,"Humans"
11,"2_Place_Trust","Cashier","Sense",7,"Humans"
11,"2_Place_Trust","Table","Sense",1,"Inanimate_Artifiacts"
11,"2_Place_Trust","Chair","Sense",1,"Inanimate_Artifiacts"
11,"2_Place_Trust","Shelf","Sense",1,"Inanimate_Artifiacts"
12,"Trustworthiness","ChatGPT","Sense",6,"AI"
12,"Trustworthiness","LLM","Sense",1,"AI"
12,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
12,"Trustworthiness","AI","Sense",7,"AI"
12,"Trustworthiness","Amazon_Alexa","Sense",5,"AI"
12,"Trustworthiness","Robot","Sense",7,"AI"
12,"Trustworthiness","Rectangle","Sense",1,"Abstract"
12,"Trustworthiness","Number_5","Sense",1,"Abstract"
12,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
12,"Trustworthiness","Tree","Sense",4,"Inanimate_Nature"
12,"Trustworthiness","Moon","Sense",1,"Inanimate_Nature"
12,"Trustworthiness","Stone","Sense",2,"Inanimate_Nature"
12,"Trustworthiness","Pizza","Sense",1,"Food"
12,"Trustworthiness","Cheese","Sense",1,"Food"
12,"Trustworthiness","Sandwich","Sense",1,"Food"
12,"Trustworthiness","Vending_Machine","Sense",5,"Animate_Artifacts"
12,"Trustworthiness","Sewing_Machine","Sense",5,"Animate_Artifacts"
12,"Trustworthiness","Photocopier","Sense",5,"Animate_Artifacts"
12,"Trustworthiness","Dog","Sense",7,"Animals"
12,"Trustworthiness","Lizard","Sense",1,"Animals"
12,"Trustworthiness","Gorilla","Sense",5,"Animals"
12,"Trustworthiness","Microsoft","Sense",6,"Groups"
12,"Trustworthiness","Government","Sense",7,"Groups"
12,"Trustworthiness","Newspaper","Sense",7,"Groups"
12,"Trustworthiness","My_Mother","Sense",7,"Humans"
12,"Trustworthiness","Doctor","Sense",7,"Humans"
12,"Trustworthiness","Cashier","Sense",7,"Humans"
12,"Trustworthiness","Table","Sense",3,"Inanimate_Artifiacts"
12,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
12,"Trustworthiness","Shelf","Sense",6,"Inanimate_Artifiacts"
13,"Trustworthiness","ChatGPT","Sense",7,"AI"
13,"Trustworthiness","LLM","Sense",2,"AI"
13,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
13,"Trustworthiness","AI","Sense",7,"AI"
13,"Trustworthiness","Amazon_Alexa","Sense",5,"AI"
13,"Trustworthiness","Robot","Sense",7,"AI"
13,"Trustworthiness","Rectangle","Sense",1,"Abstract"
13,"Trustworthiness","Number_5","Sense",1,"Abstract"
13,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
13,"Trustworthiness","Tree","Sense",1,"Inanimate_Nature"
13,"Trustworthiness","Moon","Sense",1,"Inanimate_Nature"
13,"Trustworthiness","Stone","Sense",1,"Inanimate_Nature"
13,"Trustworthiness","Pizza","Sense",1,"Food"
13,"Trustworthiness","Cheese","Sense",1,"Food"
13,"Trustworthiness","Sandwich","Sense",1,"Food"
13,"Trustworthiness","Vending_Machine","Sense",7,"Animate_Artifacts"
13,"Trustworthiness","Sewing_Machine","Sense",7,"Animate_Artifacts"
13,"Trustworthiness","Photocopier","Sense",7,"Animate_Artifacts"
13,"Trustworthiness","Dog","Sense",7,"Animals"
13,"Trustworthiness","Lizard","Sense",2,"Animals"
13,"Trustworthiness","Gorilla","Sense",2,"Animals"
13,"Trustworthiness","Microsoft","Sense",7,"Groups"
13,"Trustworthiness","Government","Sense",7,"Groups"
13,"Trustworthiness","Newspaper","Sense",7,"Groups"
13,"Trustworthiness","My_Mother","Sense",7,"Humans"
13,"Trustworthiness","Doctor","Sense",7,"Humans"
13,"Trustworthiness","Cashier","Sense",7,"Humans"
13,"Trustworthiness","Table","Sense",2,"Inanimate_Artifiacts"
13,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
13,"Trustworthiness","Shelf","Sense",6,"Inanimate_Artifiacts"
14,"Trustworthiness","ChatGPT","Sense",7,"AI"
14,"Trustworthiness","LLM","Sense",6,"AI"
14,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
14,"Trustworthiness","AI","Sense",7,"AI"
14,"Trustworthiness","Amazon_Alexa","Sense",7,"AI"
14,"Trustworthiness","Robot","Sense",4,"AI"
14,"Trustworthiness","Rectangle","Sense",1,"Abstract"
14,"Trustworthiness","Number_5","Sense",1,"Abstract"
14,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
14,"Trustworthiness","Tree","Sense",2,"Inanimate_Nature"
14,"Trustworthiness","Moon","Sense",2,"Inanimate_Nature"
14,"Trustworthiness","Stone","Sense",1,"Inanimate_Nature"
14,"Trustworthiness","Pizza","Sense",1,"Food"
14,"Trustworthiness","Cheese","Sense",3,"Food"
14,"Trustworthiness","Sandwich","Sense",2,"Food"
14,"Trustworthiness","Vending_Machine","Sense",6,"Animate_Artifacts"
14,"Trustworthiness","Sewing_Machine","Sense",5,"Animate_Artifacts"
14,"Trustworthiness","Photocopier","Sense",5,"Animate_Artifacts"
14,"Trustworthiness","Dog","Sense",5,"Animals"
14,"Trustworthiness","Lizard","Sense",4,"Animals"
14,"Trustworthiness","Gorilla","Sense",5,"Animals"
14,"Trustworthiness","Microsoft","Sense",7,"Groups"
14,"Trustworthiness","Government","Sense",7,"Groups"
14,"Trustworthiness","Newspaper","Sense",7,"Groups"
14,"Trustworthiness","My_Mother","Sense",7,"Humans"
14,"Trustworthiness","Doctor","Sense",7,"Humans"
14,"Trustworthiness","Cashier","Sense",7,"Humans"
14,"Trustworthiness","Table","Sense",5,"Inanimate_Artifiacts"
14,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
14,"Trustworthiness","Shelf","Sense",5,"Inanimate_Artifiacts"
15,"1_Place_Trust","ChatGPT","Sense",7,"AI"
15,"1_Place_Trust","LLM","Sense",5,"AI"
15,"1_Place_Trust","Self_Driving_Car","Sense",6,"AI"
15,"1_Place_Trust","AI","Sense",7,"AI"
15,"1_Place_Trust","Amazon_Alexa","Sense",6,"AI"
15,"1_Place_Trust","Robot","Sense",6,"AI"
15,"1_Place_Trust","Rectangle","Sense",4,"Abstract"
15,"1_Place_Trust","Number_5","Sense",4,"Abstract"
15,"1_Place_Trust","Color_Blue","Sense",5,"Abstract"
15,"1_Place_Trust","Tree","Sense",3,"Inanimate_Nature"
15,"1_Place_Trust","Moon","Sense",4,"Inanimate_Nature"
15,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
15,"1_Place_Trust","Pizza","Sense",5,"Food"
15,"1_Place_Trust","Cheese","Sense",2,"Food"
15,"1_Place_Trust","Sandwich","Sense",4,"Food"
15,"1_Place_Trust","Vending_Machine","Sense",5,"Animate_Artifacts"
15,"1_Place_Trust","Sewing_Machine","Sense",5,"Animate_Artifacts"
15,"1_Place_Trust","Photocopier","Sense",5,"Animate_Artifacts"
15,"1_Place_Trust","Dog","Sense",5,"Animals"
15,"1_Place_Trust","Lizard","Sense",3,"Animals"
15,"1_Place_Trust","Gorilla","Sense",4,"Animals"
15,"1_Place_Trust","Microsoft","Sense",7,"Groups"
15,"1_Place_Trust","Government","Sense",6,"Groups"
15,"1_Place_Trust","Newspaper","Sense",5,"Groups"
15,"1_Place_Trust","My_Mother","Sense",7,"Humans"
15,"1_Place_Trust","Doctor","Sense",7,"Humans"
15,"1_Place_Trust","Cashier","Sense",5,"Humans"
15,"1_Place_Trust","Table","Sense",4,"Inanimate_Artifiacts"
15,"1_Place_Trust","Chair","Sense",2,"Inanimate_Artifiacts"
15,"1_Place_Trust","Shelf","Sense",4,"Inanimate_Artifiacts"
16,"2_Place_Trust","ChatGPT","Felicity",5,"AI"
16,"2_Place_Trust","LLM","Felicity",1,"AI"
16,"2_Place_Trust","Self_Driving_Car","Felicity",6,"AI"
16,"2_Place_Trust","AI","Felicity",6,"AI"
16,"2_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
16,"2_Place_Trust","Robot","Felicity",4,"AI"
16,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
16,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
16,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
16,"2_Place_Trust","Tree","Felicity",1,"Inanimate_Nature"
16,"2_Place_Trust","Moon","Felicity",1,"Inanimate_Nature"
16,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
16,"2_Place_Trust","Pizza","Felicity",1,"Food"
16,"2_Place_Trust","Cheese","Felicity",1,"Food"
16,"2_Place_Trust","Sandwich","Felicity",1,"Food"
16,"2_Place_Trust","Vending_Machine","Felicity",4,"Animate_Artifacts"
16,"2_Place_Trust","Sewing_Machine","Felicity",6,"Animate_Artifacts"
16,"2_Place_Trust","Photocopier","Felicity",5,"Animate_Artifacts"
16,"2_Place_Trust","Dog","Felicity",4,"Animals"
16,"2_Place_Trust","Lizard","Felicity",1,"Animals"
16,"2_Place_Trust","Gorilla","Felicity",2,"Animals"
16,"2_Place_Trust","Microsoft","Felicity",5,"Groups"
16,"2_Place_Trust","Government","Felicity",5,"Groups"
