"","PID","Trust_Type","Item","Measure","Rating","Category"
"165",7,"1_Place_Trust","Sandwich","Sense",2,"Food"
"166",7,"1_Place_Trust","Vending_Machine","Sense",6,"Animate_Artifacts"
"167",7,"1_Place_Trust","Sewing_Machine","Sense",2,"Animate_Artifacts"
"168",7,"1_Place_Trust","Photocopier","Sense",2,"Animate_Artifacts"
"169",7,"1_Place_Trust","Dog","Sense",6,"Animals"
"170",7,"1_Place_Trust","Lizard","Sense",4,"Animals"
"171",7,"1_Place_Trust","Gorilla","Sense",2,"Animals"
"172",7,"1_Place_Trust","Microsoft","Sense",6,"Groups"
"173",7,"1_Place_Trust","Government","Sense",6,"Groups"
"174",7,"1_Place_Trust","Newspaper","Sense",6,"Groups"
"175",7,"1_Place_Trust","My_Mother","Sense",6,"Humans"
"176",7,"1_Place_Trust","Doctor","Sense",6,"Humans"
"177",7,"1_Place_Trust","Cashier","Sense",6,"Humans"
"178",7,"1_Place_Trust","Table","Sense",2,"Inanimate_Artifiacts"
"179",7,"1_Place_Trust","Chair","Sense",2,"Inanimate_Artifiacts"
"180",7,"1_Place_Trust","Shelf","Sense",2,"Inanimate_Artifiacts"
"181",8,"2_Place_Trust","ChatGPT","Felicity",7,"AI"
"182",8,"2_Place_Trust","LLM","Felicity",1,"AI"
"183",8,"2_Place_Trust","Self_Driving_Car","Felicity",1,"AI"
"184",8,"2_Place_Trust","AI","Felicity",1,"AI"
"185",8,"2_Place_Trust","Amazon_Alexa","Felicity",6,"AI"
"186",8,"2_Place_Trust","Robot","Felicity",7,"AI"
"187",8,"2_Place_Trust","Rectangle","Felicity",1,"Abstract"
"188",8,"2_Place_Trust","Number_5","Felicity",1,"Abstract"
"189",8,"2_Place_Trust","Color_Blue","Felicity",1,"Abstract"
"190",8,"2_Place_Trust","Tree","Felicity",2,"Inanimate_Nature"
"191",8,"2_Place_Trust","Moon","Felicity",7,"Inanimate_Nature"
"192",8,"2_Place_Trust","Stone","Felicity",1,"Inanimate_Nature"
"193",8,"2_Place_Trust","Pizza","Felicity",1,"Food"
"194",8,"2_Place_Trust","Cheese","Felicity",1,"Food"
"195",8,"2_Place_Trust","Sandwich","Felicity",1,"Food"
"196",8,"2_Place_Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
"197",8,"2_Place_Trust","Sewing_Machine","Felicity",7,"Animate_Artifacts"
"198",8,"2_Place_Trust","Photocopier","Felicity",7,"Animate_Artifacts"
"199",8,"2_Place_Trust","Dog","Felicity",7,"Animals"
"200",8,"2_Place_Trust","Lizard","Felicity",1,"Animals"
"201",8,"2_Place_Trust","Gorilla","Felicity",6,"Animals"
"202",8,"2_Place_Trust","Microsoft","Felicity",1,"Groups"
"203",8,"2_Place_Trust","Government","Felicity",7,"Groups"
"204",8,"2_Place_Trust","Newspaper","Felicity",7,"Groups"
"205",8,"2_Place_Trust","My_Mother","Sense0",7,"Humans"
"206",8,"2_Place_Trust","Doctor","Sense1",6,"Humans"
"207",8,"2_Place_Trust","Cashier","Sense2",7,"Humans"
"208",8,"2_Place_Trust","Table","Sense3",7,"Inanimate_Artifiacts"
"209",8,"2_Place_Trust","Chair","Sense4",7,"Inanimate_Artifiacts"
"210",8,"2_Place_Trust","Shelf","Sense5",7,"Inanimate_Artifiacts"
"211",9,"2_Place_Trust","ChatGPT","Sense",7,"AI"
"212",9,"2_Place_Trust","LLM","Sense",7,"AI"
"213",9,"2_Place_Trust","Self_Driving_Car","Sense",7,"AI"
"214",9,"2_Place_Trust","AI","Sense",7,"AI"
"215",9,"2_Place_Trust","Amazon_Alexa","Sense",7,"AI"
"216",9,"2_Place_Trust","Robot","Sense",7,"AI"
"217",9,"2_Place_Trust","Rectangle","Sense",7,"Abstract"
"218",9,"2_Place_Trust","Number_5","Sense",7,"Abstract"
"219",9,"2_Place_Trust","Color_Blue","Sense",7,"Abstract"
"220",9,"2_Place_Trust","Tree","Sense",7,"Inanimate_Nature"
"221",9,"2_Place_Trust","Moon","Sense",7,"Inanimate_Nature"
"222",9,"2_Place_Trust","Stone","Sense",7,"Inanimate_Nature"
"223",9,"2_Place_Trust","Pizza","Sense",7,"Food"
"224",9,"2_Place_Trust","Cheese","Sense",7,"Food"
"225",9,"2_Place_Trust","Sandwich","Sense",7,"Food"
"226",9,"2_Place_Trust","Vending_Machine","Sense",7,"Animate_Artifacts"
"227",9,"2_Place_Trust","Sewing_Machine","Sense",7,"Animate_Artifacts"
"228",9,"2_Place_Trust","Photocopier","Sense",7,"Animate_Artifacts"
"229",9,"2_Place_Trust","Dog","Sense",7,"Animals"
"230",9,"2_Place_Trust","Lizard","Sense",7,"Animals"
"231",9,"2_Place_Trust","Gorilla","Sense",7,"Animals"
"232",9,"2_Place_Trust","Microsoft","Sense",7,"Groups"
"233",9,"2_Place_Trust","Government","Sense",7,"Groups"
"234",9,"2_Place_Trust","Newspaper","Sense",7,"Groups"
"235",9,"2_Place_Trust","My_Mother","Sense",7,"Humans"
"236",9,"2_Place_Trust","Doctor","Sense",7,"Humans"
"237",9,"2_Place_Trust","Cashier","Sense",7,"Humans"
"238",9,"2_Place_Trust","Table","Sense",7,"Inanimate_Artifiacts"
"239",9,"2_Place_Trust","Chair","Sense",7,"Inanimate_Artifiacts"
"240",9,"2_Place_Trust","Shelf","Sense",7,"Inanimate_Artifiacts"
"241",10,"1_Place_Trust","ChatGPT","Felicity",6,"AI"
"242",10,"1_Place_Trust","LLM","Felicity",3,"AI"
"243",10,"1_Place_Trust","Self_Driving_Car","Felicity",5,"AI"
"244",10,"1_Place_Trust","AI","Felicity",4,"AI"
"245",10,"1_Place_Trust","Amazon_Alexa","Felicity",5,"AI"
"246",10,"1_Place_Trust","Robot","Felicity",4,"AI"
"247",10,"1_Place_Trust","Rectangle","Felicity",1,"Abstract"
"248",10,"1_Place_Trust","Number_5","Felicity",1,"Abstract"
"249",10,"1_Place_Trust","Color_Blue","Felicity",3,"Abstract"
"250",10,"1_Place_Trust","Tree","Felicity",5,"Inanimate_Nature"
"251",10,"1_Place_Trust","Moon","Felicity",2,"Inanimate_Nature"
"252",10,"1_Place_Trust","Stone","Felicity",2,"Inanimate_Nature"
"253",10,"1_Place_Trust","Pizza","Felicity",2,"Food"
"254",10,"1_Place_Trust","Cheese","Felicity",3,"Food"
"255",10,"1_Place_Trust","Sandwich","Felicity",2,"Food"
"256",10,"1_Place_Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
"257",10,"1_Place_Trust","Sewing_Machine","Felicity",5,"Animate_Artifacts"
"258",10,"1_Place_Trust","Photocopier","Felicity",2,"Animate_Artifacts"
"259",10,"1_Place_Trust","Dog","Felicity",6,"Animals"
"260",10,"1_Place_Trust","Lizard","Felicity",5,"Animals"
"261",10,"1_Place_Trust","Gorilla","Felicity",4,"Animals"
"262",10,"1_Place_Trust","Microsoft","Felicity",5,"Groups"
"263",10,"1_Place_Trust","Government","Felicity",6,"Groups"
"264",10,"1_Place_Trust","Newspaper","Felicity",6,"Groups"
"265",10,"1_Place_Trust","My_Mother","Sense0",7,"Humans"
"266",10,"1_Place_Trust","Doctor","Sense1",7,"Humans"
"267",10,"1_Place_Trust","Cashier","Sense2",6,"Humans"
"268",10,"1_Place_Trust","Table","Sense3",5,"Inanimate_Artifiacts"
"269",10,"1_Place_Trust","Chair","Sense4",6,"Inanimate_Artifiacts"
"270",10,"1_Place_Trust","Shelf","Sense5",2,"Inanimate_Artifiacts"
"271",11,"2_Place_Trust","ChatGPT","Sense",4,"AI"
"272",11,"2_Place_Trust","LLM","Sense",1,"AI"
"273",11,"2_Place_Trust","Self_Driving_Car","Sense",5,"AI"
"274",11,"2_Place_Trust","AI","Sense",6,"AI"
"275",11,"2_Place_Trust","Amazon_Alexa","Sense",4,"AI"
"276",11,"2_Place_Trust","Robot","Sense",6,"AI"
"277",11,"2_Place_Trust","Rectangle","Sense",1,"Abstract"
"278",11,"2_Place_Trust","Number_5","Sense",1,"Abstract"
"279",11,"2_Place_Trust","Color_Blue","Sense",1,"Abstract"
"280",11,"2_Place_Trust","Tree","Sense",1,"Inanimate_Nature"
"281",11,"2_Place_Trust","Moon","Sense",1,"Inanimate_Nature"
"282",11,"2_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
"283",11,"2_Place_Trust","Pizza","Sense",1,"Food"
"284",11,"2_Place_Trust","Cheese","Sense",1,"Food"
"285",11,"2_Place_Trust","Sandwich","Sense",1,"Food"
"286",11,"2_Place_Trust","Vending_Machine","Sense",4,"Animate_Artifacts"
"287",11,"2_Place_Trust","Sewing_Machine","Sense",1,"Animate_Artifacts"
"288",11,"2_Place_Trust","Photocopier","Sense",1,"Animate_Artifacts"
"289",11,"2_Place_Trust","Dog","Sense",2,"Animals"
"290",11,"2_Place_Trust","Lizard","Sense",1,"Animals"
"291",11,"2_Place_Trust","Gorilla","Sense",1,"Animals"
"292",11,"2_Place_Trust","Microsoft","Sense",2,"Groups"
"293",11,"2_Place_Trust","Government","Sense",7,"Groups"
"294",11,"2_Place_Trust","Newspaper","Sense",1,"Groups"
"295",11,"2_Place_Trust","My_Mother","Sense",7,"Humans"
"296",11,"2_Place_Trust","Doctor","Sense",7,"Humans"
"297",11,"2_Place_Trust","Cashier","Sense",7,"Humans"
"298",11,"2_Place_Trust","Table","Sense",1,"Inanimate_Artifiacts"
"299",11,"2_Place_Trust","Chair","Sense",1,"Inanimate_Artifiacts"
"300",11,"2_Place_Trust","Shelf","Sense",1,"Inanimate_Artifiacts"
"301",12,"Trustworthiness","ChatGPT","Sense",6,"AI"
"302",12,"Trustworthiness","LLM","Sense",1,"AI"
"303",12,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
"304",12,"Trustworthiness","AI","Sense",7,"AI"
"305",12,"Trustworthiness","Amazon_Alexa","Sense",5,"AI"
"306",12,"Trustworthiness","Robot","Sense",7,"AI"
"307",12,"Trustworthiness","Rectangle","Sense",1,"Abstract"
"308",12,"Trustworthiness","Number_5","Sense",1,"Abstract"
"309",12,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
"310",12,"Trustworthiness","Tree","Sense",4,"Inanimate_Nature"
"311",12,"Trustworthiness","Moon","Sense",1,"Inanimate_Nature"
"312",12,"Trustworthiness","Stone","Sense",2,"Inanimate_Nature"
"313",12,"Trustworthiness","Pizza","Sense",1,"Food"
"314",12,"Trustworthiness","Cheese","Sense",1,"Food"
"315",12,"Trustworthiness","Sandwich","Sense",1,"Food"
"316",12,"Trustworthiness","Vending_Machine","Sense",5,"Animate_Artifacts"
"317",12,"Trustworthiness","Sewing_Machine","Sense",5,"Animate_Artifacts"
"318",12,"Trustworthiness","Photocopier","Sense",5,"Animate_Artifacts"
"319",12,"Trustworthiness","Dog","Sense",7,"Animals"
"320",12,"Trustworthiness","Lizard","Sense",1,"Animals"
"321",12,"Trustworthiness","Gorilla","Sense",5,"Animals"
"322",12,"Trustworthiness","Microsoft","Sense",6,"Groups"
"323",12,"Trustworthiness","Government","Sense",7,"Groups"
"324",12,"Trustworthiness","Newspaper","Sense",7,"Groups"
"325",12,"Trustworthiness","My_Mother","Sense",7,"Humans"
"326",12,"Trustworthiness","Doctor","Sense",7,"Humans"
"327",12,"Trustworthiness","Cashier","Sense",7,"Humans"
"328",12,"Trustworthiness","Table","Sense",3,"Inanimate_Artifiacts"
"329",12,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
"330",12,"Trustworthiness","Shelf","Sense",6,"Inanimate_Artifiacts"
"331",13,"Trustworthiness","ChatGPT","Sense",7,"AI"
"332",13,"Trustworthiness","LLM","Sense",2,"AI"
"333",13,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
"334",13,"Trustworthiness","AI","Sense",7,"AI"
"335",13,"Trustworthiness","Amazon_Alexa","Sense",5,"AI"
"336",13,"Trustworthiness","Robot","Sense",7,"AI"
"337",13,"Trustworthiness","Rectangle","Sense",1,"Abstract"
"338",13,"Trustworthiness","Number_5","Sense",1,"Abstract"
"339",13,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
"340",13,"Trustworthiness","Tree","Sense",1,"Inanimate_Nature"
"341",13,"Trustworthiness","Moon","Sense",1,"Inanimate_Nature"
"342",13,"Trustworthiness","Stone","Sense",1,"Inanimate_Nature"
"343",13,"Trustworthiness","Pizza","Sense",1,"Food"
"344",13,"Trustworthiness","Cheese","Sense",1,"Food"
"345",13,"Trustworthiness","Sandwich","Sense",1,"Food"
"346",13,"Trustworthiness","Vending_Machine","Sense",7,"Animate_Artifacts"
"347",13,"Trustworthiness","Sewing_Machine","Sense",7,"Animate_Artifacts"
"348",13,"Trustworthiness","Photocopier","Sense",7,"Animate_Artifacts"
"349",13,"Trustworthiness","Dog","Sense",7,"Animals"
"350",13,"Trustworthiness","Lizard","Sense",2,"Animals"
"351",13,"Trustworthiness","Gorilla","Sense",2,"Animals"
"352",13,"Trustworthiness","Microsoft","Sense",7,"Groups"
"353",13,"Trustworthiness","Government","Sense",7,"Groups"
"354",13,"Trustworthiness","Newspaper","Sense",7,"Groups"
"355",13,"Trustworthiness","My_Mother","Sense",7,"Humans"
"356",13,"Trustworthiness","Doctor","Sense",7,"Humans"
"357",13,"Trustworthiness","Cashier","Sense",7,"Humans"
"358",13,"Trustworthiness","Table","Sense",2,"Inanimate_Artifiacts"
"359",13,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
"360",13,"Trustworthiness","Shelf","Sense",6,"Inanimate_Artifiacts"
"361",14,"Trustworthiness","ChatGPT","Sense",7,"AI"
"362",14,"Trustworthiness","LLM","Sense",6,"AI"
"363",14,"Trustworthiness","Self_Driving_Car","Sense",7,"AI"
"364",14,"Trustworthiness","AI","Sense",7,"AI"
"365",14,"Trustworthiness","Amazon_Alexa","Sense",7,"AI"
"366",14,"Trustworthiness","Robot","Sense",4,"AI"
"367",14,"Trustworthiness","Rectangle","Sense",1,"Abstract"
"368",14,"Trustworthiness","Number_5","Sense",1,"Abstract"
"369",14,"Trustworthiness","Color_Blue","Sense",1,"Abstract"
"370",14,"Trustworthiness","Tree","Sense",2,"Inanimate_Nature"
"371",14,"Trustworthiness","Moon","Sense",2,"Inanimate_Nature"
"372",14,"Trustworthiness","Stone","Sense",1,"Inanimate_Nature"
"373",14,"Trustworthiness","Pizza","Sense",1,"Food"
"374",14,"Trustworthiness","Cheese","Sense",3,"Food"
"375",14,"Trustworthiness","Sandwich","Sense",2,"Food"
"376",14,"Trustworthiness","Vending_Machine","Sense",6,"Animate_Artifacts"
"377",14,"Trustworthiness","Sewing_Machine","Sense",5,"Animate_Artifacts"
"378",14,"Trustworthiness","Photocopier","Sense",5,"Animate_Artifacts"
"379",14,"Trustworthiness","Dog","Sense",5,"Animals"
"380",14,"Trustworthiness","Lizard","Sense",4,"Animals"
"381",14,"Trustworthiness","Gorilla","Sense",5,"Animals"
"382",14,"Trustworthiness","Microsoft","Sense",7,"Groups"
"383",14,"Trustworthiness","Government","Sense",7,"Groups"
"384",14,"Trustworthiness","Newspaper","Sense",7,"Groups"
"385",14,"Trustworthiness","My_Mother","Sense",7,"Humans"
"386",14,"Trustworthiness","Doctor","Sense",7,"Humans"
"387",14,"Trustworthiness","Cashier","Sense",7,"Humans"
"388",14,"Trustworthiness","Table","Sense",5,"Inanimate_Artifiacts"
"389",14,"Trustworthiness","Chair","Sense",6,"Inanimate_Artifiacts"
"390",14,"Trustworthiness","Shelf","Sense",5,"Inanimate_Artifiacts"
"391",15,"1_Place_Trust","ChatGPT","Sense",7,"AI"
"392",15,"1_Place_Trust","LLM","Sense",5,"AI"
"393",15,"1_Place_Trust","Self_Driving_Car","Sense",6,"AI"
"394",15,"1_Place_Trust","AI","Sense",7,"AI"
"395",15,"1_Place_Trust","Amazon_Alexa","Sense",6,"AI"
"396",15,"1_Place_Trust","Robot","Sense",6,"AI"
"397",15,"1_Place_Trust","Rectangle","Sense",4,"Abstract"
"398",15,"1_Place_Trust","Number_5","Sense",4,"Abstract"
"399",15,"1_Place_Trust","Color_Blue","Sense",5,"Abstract"
"400",15,"1_Place_Trust","Tree","Sense",3,"Inanimate_Nature"
"401",15,"1_Place_Trust","Moon","Sense",4,"Inanimate_Nature"
"402",15,"1_Place_Trust","Stone","Sense",1,"Inanimate_Nature"
"403",15,"1_Place_Trust","Pizza","Sense",5,"Food"
"404",15,"1_Place_Trust","Cheese","Sense",2,"Food"
"405",15,"1_Place_Trust","Sandwich","Sense",4,"Food"
