"PID","Trait","Item","Measure","Rating","Category"
7,"Good Intentions","Tree","Felicity",1,"Inanimate_Nature"
7,"Good Intentions","Moon","Felicity",2,"Inanimate_Nature"
7,"Good Intentions","Stone","Felicity",1,"Inanimate_Nature"
7,"Good Intentions","Pizza","Felicity",1,"Food"
7,"Good Intentions","Cheese","Felicity",1,"Food"
7,"Good Intentions","Sandwich","Felicity",1,"Food"
7,"Good Intentions","Vending_Machine","Felicity",1,"Animate_Artifacts"
7,"Good Intentions","Sewing_Machine","Felicity",2,"Animate_Artifacts"
7,"Good Intentions","Photocopier","Felicity",1,"Animate_Artifacts"
7,"Good Intentions","Dog","Felicity",6,"Animals"
7,"Good Intentions","Lizard","Felicity",3,"Animals"
7,"Good Intentions","Gorilla","Felicity",5,"Animals"
7,"Good Intentions","Microsoft","Felicity",7,"Groups"
7,"Good Intentions","Government","Felicity",6,"Groups"
7,"Good Intentions","Newspaper","Felicity",5,"Groups"
7,"Good Intentions","My_Mother","Felicity",7,"Humans"
7,"Good Intentions","Doctor","Felicity",7,"Humans"
7,"Good Intentions","Cashier","Felicity",6,"Humans"
7,"Good Intentions","Table","Felicity",1,"Inanimate_Artifiacts"
7,"Good Intentions","Chair","Felicity",2,"Inanimate_Artifiacts"
7,"Good Intentions","Shelf","Felicity",1,"Inanimate_Artifiacts"
8,"Trust","ChatGPT","Felicity",6,"AI"
8,"Trust","LLM","Felicity",6,"AI"
8,"Trust","Self_Driving_Car","Felicity",6,"AI"
8,"Trust","AI","Felicity",1,"AI"
8,"Trust","Amazon_Alexa","Felicity",6,"AI"
8,"Trust","Robot","Felicity",6,"AI"
8,"Trust","Rectangle","Felicity",1,"Abstract"
8,"Trust","Number_5","Felicity",1,"Abstract"
8,"Trust","Color_Blue","Felicity",1,"Abstract"
8,"Trust","Tree","Felicity",1,"Inanimate_Nature"
8,"Trust","Moon","Felicity",1,"Inanimate_Nature"
8,"Trust","Stone","Felicity",1,"Inanimate_Nature"
8,"Trust","Pizza","Felicity",1,"Food"
8,"Trust","Cheese","Felicity",1,"Food"
8,"Trust","Sandwich","Felicity",1,"Food"
8,"Trust","Vending_Machine","Felicity",1,"Animate_Artifacts"
8,"Trust","Sewing_Machine","Felicity",1,"Animate_Artifacts"
8,"Trust","Photocopier","Felicity",1,"Animate_Artifacts"
8,"Trust","Dog","Felicity",6,"Animals"
8,"Trust","Lizard","Felicity",1,"Animals"
8,"Trust","Gorilla","Felicity",1,"Animals"
8,"Trust","Microsoft","Felicity",6,"Groups"
8,"Trust","Government","Felicity",6,"Groups"
8,"Trust","Newspaper","Felicity",6,"Groups"
8,"Trust","My_Mother","Felicity",6,"Humans"
8,"Trust","Doctor","Felicity",6,"Humans"
8,"Trust","Cashier","Felicity",6,"Humans"
8,"Trust","Table","Felicity",1,"Inanimate_Artifiacts"
8,"Trust","Chair","Felicity",1,"Inanimate_Artifiacts"
8,"Trust","Shelf","Felicity",1,"Inanimate_Artifiacts"
9,"Trust","ChatGPT","Sense",7,"AI"
9,"Trust","LLM","Sense",4,"AI"
9,"Trust","Self_Driving_Car","Sense",7,"AI"
9,"Trust","AI","Sense",7,"AI"
9,"Trust","Amazon_Alexa","Sense",7,"AI"
9,"Trust","Robot","Sense",7,"AI"
9,"Trust","Rectangle","Sense",1,"Abstract"
9,"Trust","Number_5","Sense",3,"Abstract"
9,"Trust","Color_Blue","Sense",3,"Abstract"
9,"Trust","Tree","Sense",4,"Inanimate_Nature"
9,"Trust","Moon","Sense",1,"Inanimate_Nature"
9,"Trust","Stone","Sense",3,"Inanimate_Nature"
9,"Trust","Pizza","Sense",2,"Food"
9,"Trust","Cheese","Sense",2,"Food"
9,"Trust","Sandwich","Sense",3,"Food"
9,"Trust","Vending_Machine","Sense",5,"Animate_Artifacts"
9,"Trust","Sewing_Machine","Sense",5,"Animate_Artifacts"
9,"Trust","Photocopier","Sense",5,"Animate_Artifacts"
9,"Trust","Dog","Sense",7,"Animals"
9,"Trust","Lizard","Sense",6,"Animals"
9,"Trust","Gorilla","Sense",7,"Animals"
9,"Trust","Microsoft","Sense",7,"Groups"
9,"Trust","Government","Sense",6,"Groups"
9,"Trust","Newspaper","Sense",6,"Groups"
9,"Trust","My_Mother","Sense",7,"Humans"
9,"Trust","Doctor","Sense",7,"Humans"
9,"Trust","Cashier","Sense",7,"Humans"
9,"Trust","Table","Sense",1,"Inanimate_Artifiacts"
9,"Trust","Chair","Sense",2,"Inanimate_Artifiacts"
9,"Trust","Shelf","Sense",1,"Inanimate_Artifiacts"
10,"Good Intentions","ChatGPT","Felicity",5,"AI"
10,"Good Intentions","LLM","Felicity",3,"AI"
10,"Good Intentions","Self_Driving_Car","Felicity",5,"AI"
10,"Good Intentions","AI","Felicity",5,"AI"
10,"Good Intentions","Amazon_Alexa","Felicity",3,"AI"
10,"Good Intentions","Robot","Felicity",6,"AI"
10,"Good Intentions","Rectangle","Felicity",1,"Abstract"
10,"Good Intentions","Number_5","Felicity",1,"Abstract"
10,"Good Intentions","Color_Blue","Felicity",1,"Abstract"
10,"Good Intentions","Tree","Felicity",1,"Inanimate_Nature"
10,"Good Intentions","Moon","Felicity",1,"Inanimate_Nature"
10,"Good Intentions","Stone","Felicity",1,"Inanimate_Nature"
10,"Good Intentions","Pizza","Felicity",1,"Food"
10,"Good Intentions","Cheese","Felicity",1,"Food"
10,"Good Intentions","Sandwich","Felicity",2,"Food"
10,"Good Intentions","Vending_Machine","Felicity",3,"Animate_Artifacts"
10,"Good Intentions","Sewing_Machine","Felicity",3,"Animate_Artifacts"
10,"Good Intentions","Photocopier","Felicity",1,"Animate_Artifacts"
10,"Good Intentions","Dog","Felicity",6,"Animals"
10,"Good Intentions","Lizard","Felicity",5,"Animals"
10,"Good Intentions","Gorilla","Felicity",5,"Animals"
10,"Good Intentions","Microsoft","Felicity",5,"Groups"
10,"Good Intentions","Government","Felicity",7,"Groups"
10,"Good Intentions","Newspaper","Felicity",7,"Groups"
10,"Good Intentions","My_Mother","Felicity",7,"Humans"
10,"Good Intentions","Doctor","Felicity",7,"Humans"
10,"Good Intentions","Cashier","Felicity",7,"Humans"
10,"Good Intentions","Table","Felicity",1,"Inanimate_Artifiacts"
10,"Good Intentions","Chair","Felicity",1,"Inanimate_Artifiacts"
10,"Good Intentions","Shelf","Felicity",1,"Inanimate_Artifiacts"
11,"Reliable","ChatGPT","Sense",7,"AI"
11,"Reliable","LLM","Sense",6,"AI"
11,"Reliable","Self_Driving_Car","Sense",7,"AI"
11,"Reliable","AI","Sense",7,"AI"
11,"Reliable","Amazon_Alexa","Sense",7,"AI"
11,"Reliable","Robot","Sense",7,"AI"
11,"Reliable","Rectangle","Sense",1,"Abstract"
11,"Reliable","Number_5","Sense",2,"Abstract"
11,"Reliable","Color_Blue","Sense",1,"Abstract"
11,"Reliable","Tree","Sense",2,"Inanimate_Nature"
11,"Reliable","Moon","Sense",4,"Inanimate_Nature"
11,"Reliable","Stone","Sense",2,"Inanimate_Nature"
11,"Reliable","Pizza","Sense",1,"Food"
11,"Reliable","Cheese","Sense",2,"Food"
11,"Reliable","Sandwich","Sense",2,"Food"
11,"Reliable","Vending_Machine","Sense",7,"Animate_Artifacts"
11,"Reliable","Sewing_Machine","Sense",7,"Animate_Artifacts"
11,"Reliable","Photocopier","Sense",7,"Animate_Artifacts"
11,"Reliable","Dog","Sense",7,"Animals"
11,"Reliable","Lizard","Sense",4,"Animals"
11,"Reliable","Gorilla","Sense",4,"Animals"
11,"Reliable","Microsoft","Sense",7,"Groups"
11,"Reliable","Government","Sense",6,"Groups"
11,"Reliable","Newspaper","Sense",6,"Groups"
11,"Reliable","My_Mother","Sense",7,"Humans"
11,"Reliable","Doctor","Sense",7,"Humans"
11,"Reliable","Cashier","Sense",7,"Humans"
11,"Reliable","Table","Sense",4,"Inanimate_Artifiacts"
11,"Reliable","Chair","Sense",6,"Inanimate_Artifiacts"
11,"Reliable","Shelf","Sense",6,"Inanimate_Artifiacts"
12,"Good Intentions","ChatGPT","Sense",1,"AI"
12,"Good Intentions","LLM","Sense",1,"AI"
12,"Good Intentions","Self_Driving_Car","Sense",3,"AI"
12,"Good Intentions","AI","Sense",3,"AI"
12,"Good Intentions","Amazon_Alexa","Sense",1,"AI"
12,"Good Intentions","Robot","Sense",2,"AI"
12,"Good Intentions","Rectangle","Sense",1,"Abstract"
12,"Good Intentions","Number_5","Sense",1,"Abstract"
12,"Good Intentions","Color_Blue","Sense",1,"Abstract"
12,"Good Intentions","Tree","Sense",1,"Inanimate_Nature"
12,"Good Intentions","Moon","Sense",1,"Inanimate_Nature"
12,"Good Intentions","Stone","Sense",1,"Inanimate_Nature"
12,"Good Intentions","Pizza","Sense",1,"Food"
12,"Good Intentions","Cheese","Sense",1,"Food"
12,"Good Intentions","Sandwich","Sense",1,"Food"
12,"Good Intentions","Vending_Machine","Sense",2,"Animate_Artifacts"
12,"Good Intentions","Sewing_Machine","Sense",1,"Animate_Artifacts"
12,"Good Intentions","Photocopier","Sense",1,"Animate_Artifacts"
12,"Good Intentions","Dog","Sense",7,"Animals"
12,"Good Intentions","Lizard","Sense",6,"Animals"
12,"Good Intentions","Gorilla","Sense",6,"Animals"
12,"Good Intentions","Microsoft","Sense",2,"Groups"
12,"Good Intentions","Government","Sense",7,"Groups"
12,"Good Intentions","Newspaper","Sense",1,"Groups"
12,"Good Intentions","My_Mother","Sense",7,"Humans"
12,"Good Intentions","Doctor","Sense",7,"Humans"
12,"Good Intentions","Cashier","Sense",7,"Humans"
12,"Good Intentions","Table","Sense",1,"Inanimate_Artifiacts"
12,"Good Intentions","Chair","Sense",1,"Inanimate_Artifiacts"
12,"Good Intentions","Shelf","Sense",1,"Inanimate_Artifiacts"
14,"Trust","ChatGPT","Sense",3,"AI"
14,"Trust","LLM","Sense",3,"AI"
14,"Trust","Self_Driving_Car","Sense",5,"AI"
14,"Trust","AI","Sense",3,"AI"
14,"Trust","Amazon_Alexa","Sense",2,"AI"
14,"Trust","Robot","Sense",2,"AI"
14,"Trust","Rectangle","Sense",1,"Abstract"
14,"Trust","Number_5","Sense",1,"Abstract"
14,"Trust","Color_Blue","Sense",1,"Abstract"
14,"Trust","Tree","Sense",1,"Inanimate_Nature"
14,"Trust","Moon","Sense",1,"Inanimate_Nature"
14,"Trust","Stone","Sense",1,"Inanimate_Nature"
14,"Trust","Pizza","Sense",1,"Food"
14,"Trust","Cheese","Sense",1,"Food"
14,"Trust","Sandwich","Sense",1,"Food"
14,"Trust","Vending_Machine","Sense",1,"Animate_Artifacts"
14,"Trust","Sewing_Machine","Sense",1,"Animate_Artifacts"
14,"Trust","Photocopier","Sense",2,"Animate_Artifacts"
14,"Trust","Dog","Sense",6,"Animals"
14,"Trust","Lizard","Sense",1,"Animals"
14,"Trust","Gorilla","Sense",6,"Animals"
14,"Trust","Microsoft","Sense",2,"Groups"
14,"Trust","Government","Sense",7,"Groups"
14,"Trust","Newspaper","Sense",7,"Groups"
14,"Trust","My_Mother","Sense",7,"Humans"
14,"Trust","Doctor","Sense",7,"Humans"
14,"Trust","Cashier","Sense",7,"Humans"
14,"Trust","Table","Sense",1,"Inanimate_Artifiacts"
14,"Trust","Chair","Sense",1,"Inanimate_Artifiacts"
14,"Trust","Shelf","Sense",1,"Inanimate_Artifiacts"
15,"Good Intentions","ChatGPT","Felicity",4,"AI"
15,"Good Intentions","LLM","Felicity",3,"AI"
15,"Good Intentions","Self_Driving_Car","Felicity",4,"AI"
15,"Good Intentions","AI","Felicity",4,"AI"
15,"Good Intentions","Amazon_Alexa","Felicity",4,"AI"
15,"Good Intentions","Robot","Felicity",4,"AI"
15,"Good Intentions","Rectangle","Felicity",1,"Abstract"
15,"Good Intentions","Number_5","Felicity",1,"Abstract"
15,"Good Intentions","Color_Blue","Felicity",1,"Abstract"
15,"Good Intentions","Tree","Felicity",2,"Inanimate_Nature"
15,"Good Intentions","Moon","Felicity",1,"Inanimate_Nature"
15,"Good Intentions","Stone","Felicity",1,"Inanimate_Nature"
15,"Good Intentions","Pizza","Felicity",1,"Food"
15,"Good Intentions","Cheese","Felicity",1,"Food"
15,"Good Intentions","Sandwich","Felicity",1,"Food"
15,"Good Intentions","Vending_Machine","Felicity",1,"Animate_Artifacts"
15,"Good Intentions","Sewing_Machine","Felicity",1,"Animate_Artifacts"
15,"Good Intentions","Photocopier","Felicity",1,"Animate_Artifacts"
15,"Good Intentions","Dog","Felicity",7,"Animals"
15,"Good Intentions","Lizard","Felicity",3,"Animals"
15,"Good Intentions","Gorilla","Felicity",5,"Animals"
15,"Good Intentions","Microsoft","Felicity",7,"Groups"
15,"Good Intentions","Government","Felicity",7,"Groups"
15,"Good Intentions","Newspaper","Felicity",6,"Groups"
15,"Good Intentions","My_Mother","Felicity",7,"Humans"
15,"Good Intentions","Doctor","Felicity",7,"Humans"
15,"Good Intentions","Cashier","Felicity",7,"Humans"
15,"Good Intentions","Table","Felicity",1,"Inanimate_Artifiacts"
15,"Good Intentions","Chair","Felicity",1,"Inanimate_Artifiacts"
15,"Good Intentions","Shelf","Felicity",1,"Inanimate_Artifiacts"
16,"Reliable","ChatGPT","Felicity",6,"AI"
16,"Reliable","LLM","Felicity",5,"AI"
16,"Reliable","Self_Driving_Car","Felicity",7,"AI"
16,"Reliable","AI","Felicity",4,"AI"
16,"Reliable","Amazon_Alexa","Felicity",6,"AI"
16,"Reliable","Robot","Felicity",7,"AI"
16,"Reliable","Rectangle","Felicity",1,"Abstract"
16,"Reliable","Number_5","Felicity",3,"Abstract"
16,"Reliable","Color_Blue","Felicity",3,"Abstract"
16,"Reliable","Tree","Felicity",4,"Inanimate_Nature"
16,"Reliable","Moon","Felicity",3,"Inanimate_Nature"
16,"Reliable","Stone","Felicity",4,"Inanimate_Nature"
16,"Reliable","Pizza","Felicity",4,"Food"
16,"Reliable","Cheese","Felicity",3,"Food"
16,"Reliable","Sandwich","Felicity",4,"Food"
16,"Reliable","Vending_Machine","Felicity",6,"Animate_Artifacts"
16,"Reliable","Sewing_Machine","Felicity",5,"Animate_Artifacts"
16,"Reliable","Photocopier","Felicity",5,"Animate_Artifacts"
16,"Reliable","Dog","Felicity",5,"Animals"
16,"Reliable","Lizard","Felicity",4,"Animals"
16,"Reliable","Gorilla","Felicity",4,"Animals"
16,"Reliable","Microsoft","Felicity",6,"Groups"
16,"Reliable","Government","Felicity",1,"Groups"
16,"Reliable","Newspaper","Felicity",6,"Groups"
16,"Reliable","My_Mother","Felicity",7,"Humans"
16,"Reliable","Doctor","Felicity",6,"Humans"
16,"Reliable","Cashier","Felicity",6,"Humans"
16,"Reliable","Table","Felicity",5,"Inanimate_Artifiacts"
16,"Reliable","Chair","Felicity",4,"Inanimate_Artifiacts"
16,"Reliable","Shelf","Felicity",5,"Inanimate_Artifiacts"
17,"Reliable","ChatGPT","Sense",7,"AI"
17,"Reliable","LLM","Sense",6,"AI"
17,"Reliable","Self_Driving_Car","Sense",7,"AI"
17,"Reliable","AI","Sense",7,"AI"
17,"Reliable","Amazon_Alexa","Sense",7,"AI"
17,"Reliable","Robot","Sense",7,"AI"
17,"Reliable","Rectangle","Sense",1,"Abstract"
17,"Reliable","Number_5","Sense",1,"Abstract"
17,"Reliable","Color_Blue","Sense",1,"Abstract"
17,"Reliable","Tree","Sense",1,"Inanimate_Nature"
17,"Reliable","Moon","Sense",2,"Inanimate_Nature"
17,"Reliable","Stone","Sense",1,"Inanimate_Nature"
17,"Reliable","Pizza","Sense",3,"Food"
17,"Reliable","Cheese","Sense",3,"Food"
17,"Reliable","Sandwich","Sense",2,"Food"
17,"Reliable","Vending_Machine","Sense",7,"Animate_Artifacts"
17,"Reliable","Sewing_Machine","Sense",7,"Animate_Artifacts"
17,"Reliable","Photocopier","Sense",7,"Animate_Artifacts"
17,"Reliable","Dog","Sense",3,"Animals"
17,"Reliable","Lizard","Sense",2,"Animals"
17,"Reliable","Gorilla","Sense",3,"Animals"
17,"Reliable","Microsoft","Sense",6,"Groups"
17,"Reliable","Government","Sense",7,"Groups"
17,"Reliable","Newspaper","Sense",7,"Groups"
17,"Reliable","My_Mother","Sense",7,"Humans"
17,"Reliable","Doctor","Sense",2,"Humans"
17,"Reliable","Cashier","Sense",7,"Humans"
17,"Reliable","Table","Sense",6,"Inanimate_Artifiacts"
17,"Reliable","Chair","Sense",4,"Inanimate_Artifiacts"
17,"Reliable","Shelf","Sense",7,"Inanimate_Artifiacts"
18,"Trust","ChatGPT","Felicity",7,"AI"
18,"Trust","LLM","Felicity",6,"AI"
18,"Trust","Self_Driving_Car","Felicity",6,"AI"
18,"Trust","AI","Felicity",7,"AI"
18,"Trust","Amazon_Alexa","Felicity",5,"AI"
18,"Trust","Robot","Felicity",7,"AI"
18,"Trust","Rectangle","Felicity",1,"Abstract"
18,"Trust","Number_5","Felicity",5,"Abstract"
